game_id,player_id,timestamp,tic,x,y,z,angle,momx
11,5,2025-11-27 11:04:36,3337,2242,2564,64,147.52,1,-4
11,5,2025-11-27 11:04:37,3372,2248,2498,64,220.12,0,0
11,5,2025-11-27 11:04:38,3407,2287,2591,64,196.66,0,2
11,5,2025-11-27 11:04:39,3442,2215,2660,64,208.92,1,2
11,5,2025-11-27 11:04:40,3477,2229,2671,64,260.38,0,0
11,5,2025-11-27 11:04:41,3514,2287,2477,64,283.62,0,-6
11,5,2025-11-27 11:04:42,3550,2282,2423,64,235.68,0,6
11,5,2025-11-27 11:04:43,3585,2278,2501,64,106.17,-1,0
11,5,2025-11-27 11:04:44,3620,2287,2427,64,168.00,0,-3
11,5,2025-11-27 11:04:45,3656,2276,2402,64,100.20,-3,5
11,5,2025-11-27 11:04:46,3691,2232,2669,64,58.62,-1,-1
11,5,2025-11-27 11:04:47,3726,2295,2720,64,50.71,2,5
11,5,2025-11-27 11:04:48,3761,2452,2954,0,69.26,4,7
11,5,2025-11-27 11:04:49,3796,2501,3177,0,100.42,-1,8
11,5,2025-11-27 11:04:50,3831,2456,3424,0,171.91,-6,3
11,5,2025-11-27 11:04:51,3866,2282,3472,0,238.10,-1,1
11,5,2025-11-27 11:04:52,3901,2161,3466,0,182.11,-13,-1
11,5,2025-11-27 11:04:53,3936,1837,3430,0,184.48,-13,-2
11,5,2025-11-27 11:04:54,3971,1744,3349,0,263.45,-1,-3
11,5,2025-11-27 11:04:55,4006,1817,3466,0,77.78,4,9
11,5,2025-11-27 11:04:56,4041,1930,3497,0,354.33,3,-1
11,5,2025-11-27 11:04:57,4083,2094,3503,0,357.63,1,2
11,5,2025-11-27 11:04:58,4118,2113,3511,16,354.81,0,0
